graphID,length_3d,dist,tort
0,2.028055,5.196152,0.390299
0,1.615282,5.196152,0.310861
0,1.773168,7.000000,0.253310
0,1.897308,7.071068,0.268320
0,0.619268,2.449490,0.252815
0,1.820364,6.000000,0.303394
0,0.929777,5.099020,0.182344
0,0.757442,4.358899,0.173769
0,1.271166,6.000000,0.211861
0,1.562080,5.385165,0.290071
0,5.773246,13.638182,0.423315
0,5.317057,10.295630,0.516438
0,1.545765,5.830952,0.265097
0,3.011086,11.090537,0.271500
0,1.204376,3.741657,0.321883
0,0.913462,4.582576,0.199334
0,0.926497,3.464102,0.267457
0,0.926497,3.464102,0.267457
0,1.570060,6.164414,0.254697
0,3.916154,3.464102,1.130496
0,3.507380,3.464102,1.012493
0,4.112701,11.532563,0.356616
